Snapshot_Date,Croncopia_Timestamp,Commodity_Name,USD_Per_KG
2026-08-15,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-15,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-15,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-15,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-15,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-15,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-15,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-15,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-15,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-15,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-15,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-15,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-15,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-15,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-15,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-15,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-15,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-16,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-16,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-16,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-16,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-16,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-16,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-16,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-16,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-16,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-16,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-16,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-16,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-16,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-16,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-16,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-16,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-16,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-16,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-16,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-16,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-16,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-16,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-16,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-17,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-17,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-17,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-17,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-17,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-17,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-17,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-17,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-17,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-17,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-17,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-17,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-17,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-17,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-17,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-17,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-17,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-17,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-17,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-17,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-17,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-17,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-17,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-18,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-18,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-18,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-18,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-18,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-18,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-18,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-18,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-18,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-18,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-18,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-18,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-18,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-18,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-18,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-18,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-18,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-18,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-18,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-18,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-18,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-18,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-18,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-19,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-19,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-19,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-19,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-19,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-19,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-19,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-19,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-19,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-19,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-19,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-19,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-19,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-19,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-19,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-19,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-19,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-19,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-19,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-19,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-19,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-19,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-19,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-20,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-20,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-20,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-20,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-20,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-20,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-20,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-20,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-20,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-20,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-20,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-20,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-20,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-20,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-20,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-20,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-20,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-20,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-20,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-20,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-20,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-20,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-20,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-21,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-21,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-21,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-21,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-21,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-21,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-21,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-21,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-21,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-21,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-21,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-21,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-21,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-21,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-21,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-21,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-21,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-21,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-21,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-21,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-21,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-21,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-21,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-22,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-22,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-22,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-22,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-22,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-22,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-22,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-22,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-22,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-22,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-22,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-22,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-22,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-22,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-22,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-22,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-22,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-22,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-22,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-22,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-22,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-22,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-22,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-23,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-23,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-23,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-23,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-23,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-23,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-23,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-23,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-23,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-23,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-23,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-23,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-23,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-23,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-23,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-23,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-23,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-23,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-23,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-23,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-23,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-23,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-23,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-24,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-24,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-24,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-24,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-24,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-24,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-24,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-24,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-24,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-24,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-24,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-24,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-24,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-24,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-24,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-24,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-24,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-24,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-24,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-24,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-24,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-24,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-24,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-25,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-25,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-25,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-25,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-25,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-25,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-25,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-25,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-25,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-25,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-25,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-25,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-25,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-25,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-25,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-25,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-25,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-25,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-25,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-25,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-25,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-25,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-25,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-26,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-26,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-26,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-26,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-26,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-26,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-26,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-26,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-26,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-26,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-26,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-26,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-26,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-26,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-26,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-26,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-26,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-26,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-26,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-26,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-26,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-26,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-26,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-27,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-27,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-27,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-27,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-27,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-27,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-27,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-27,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-27,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-27,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-27,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-27,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-27,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-27,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-27,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-27,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-27,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-27,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-27,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-27,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-27,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-27,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-27,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-28,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-28,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-28,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-28,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-28,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-28,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-28,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-28,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-28,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-28,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-28,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-28,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-28,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-28,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-28,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-28,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-28,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-28,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-28,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-28,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-28,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-28,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-28,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-29,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
2026-08-29,2026-07-18T19:11:45.649Z,Cobalt,56.26380649509897
2026-08-29,2026-07-18T19:11:45.649Z,Copper,74.65647086514167
2026-08-29,2026-07-18T19:11:45.649Z,Gallium,283.8910922009851
2026-08-29,2026-07-18T19:11:45.649Z,Gold,128708.913313769
2026-08-29,2026-07-18T19:11:45.649Z,Indium,848.136694480406
2026-08-29,2026-07-18T19:11:45.649Z,Iridium,252383.36056372966
2026-08-29,2026-07-18T19:11:45.649Z,Iron Ore,0.09889569644509968
2026-08-29,2026-07-18T19:11:45.649Z,Lead,1.8803883819264862
2026-08-29,2026-07-18T19:11:45.649Z,Lithium Carbonate,87.24397779115213
2026-08-29,2026-07-18T19:11:45.649Z,Molybdenum,90.98661278921719
2026-08-29,2026-07-18T19:11:45.649Z,Neodymium,148.214941681375
2026-08-29,2026-07-18T19:11:45.649Z,Nickel,16.958162915343276
2026-08-29,2026-07-18T19:11:45.649Z,Palladium,40285.30163738399
2026-08-29,2026-07-18T19:11:45.649Z,Platinum,51335.50897635501
2026-08-29,2026-07-18T19:11:45.649Z,Rhodium,265243.65919118084
2026-08-29,2026-07-18T19:11:45.649Z,Ruthenium,53852.50050245187
2026-08-29,2026-07-18T19:11:45.649Z,Silver,1790.9633764809537
2026-08-29,2026-07-18T19:11:45.649Z,Steel (HRC),3.10301
2026-08-29,2026-07-18T19:11:45.649Z,Tellurium,120.8868070980412
2026-08-29,2026-07-18T19:11:45.649Z,Tin,51.63186591911808
2026-08-29,2026-07-18T19:11:45.649Z,Uranium (U3O8),188.96922803176784
2026-08-29,2026-07-18T19:11:45.649Z,Zinc,3.526360911960814
2026-08-30,2026-07-18T19:11:45.649Z,Aluminum,3.155548992375026
